C13 of CO2 NEEM samples 2008
depth   D 13C
0.00	-8.20	0.00	0.03
4.90	-8.30	0.00	0.03
10.10	-8.48	0.00	0.03
14.80	-8.50	0.00	0.03
19.75	-8.48	0.00	0.03
27.54	-8.40	0.00	0.03
34.72	-8.31	0.00	0.03
50.00	-8.20	0.00	0.03
54.90	-8.17	0.00	0.03
57.40	-8.13	0.00	0.03
59.90	-8.13	0.00	0.03
61.95	-8.12	0.00	0.03
63.85	-8.05	0.00	0.03
65.75	-7.89	0.00	0.03
68.05	-7.58	0.00	0.03
70.05	-7.34	0.00	0.03
72.00	-7.10	0.00	0.03
74.08	-6.91	0.00	0.03
75.90	-6.87	0.00	0.03
