,T2m,TSKIN,SUBLIM,QH,QL,SW_d,LW_d,RAIN,BDOT,ALBEDO,SMELT
1980-02-08,251.32872,247.74623,-0.19198798,62.16736,6.222796,17.489502,143.45961,0.0,0.0011854796,0.77003425,0.0
1980-02-09,251.14723,247.12708,-0.18099481,55.145947,5.8665695,20.713053,152.93333,0.0,0.0037714823,0.77052695,0.0
1980-02-10,251.6302,248.13367,-0.21558933,56.879566,6.988156,24.397867,149.42596,0.0,0.0051903143,0.7648195,0.0
1980-02-11,253.72282,250.21777,-0.23870003,61.66144,7.737777,26.159994,154.65019,0.0,0.00446592,0.7658242,0.0
1980-02-12,254.6765,251.7183,-0.1794125,55.94923,5.813122,24.535156,166.97273,0.0,0.005318581,0.77112335,0.0
1980-02-13,252.62128,249.24477,-0.12608056,47.418896,4.0874624,29.371582,158.3839,0.0,0.0002866184,0.7653886,0.0
1980-02-14,250.32451,246.46422,-0.09888867,42.323254,3.206957,31.994629,150.27098,0.0,0.027735217,0.7596904,0.0
1980-02-15,254.58453,251.55309,-0.113197446,51.895004,3.6720827,21.414062,186.10956,0.0,0.06412511,0.7849233,0.0
1980-02-16,256.80045,254.77844,0.017906103,44.264618,-0.58071995,18.484154,196.79594,0.0,1.0566276,0.79547095,0.0
1980-02-17,254.98225,252.35197,-0.15662701,28.048903,5.077618,30.48129,190.86218,0.0,0.57088506,0.7680011,0.0
1980-02-18,256.02182,254.4283,0.34885952,43.025272,-11.286777,13.315539,212.75206,0.0,4.5324297,0.8259557,0.0
1980-02-19,252.42717,250.65503,0.124709725,34.01688,-4.0384955,30.789093,175.96606,0.0,0.7034815,0.77664834,0.0
1980-02-20,243.50636,240.08203,-0.013277402,5.616593,0.43120885,31.732925,156.08235,0.0,0.37809384,0.7774054,0.0
1980-02-21,239.14478,233.05202,-0.010301788,6.3503,0.3343307,38.224766,133.04323,0.0,0.29401582,0.7715943,0.0
1980-02-22,242.14891,238.8238,-0.013424099,43.82578,0.4390727,31.01651,145.1139,0.0,0.22634031,0.78270495,0.0
1980-02-23,250.74394,249.48457,-0.014753627,12.511269,0.48265734,21.174309,206.92108,0.0,9.185881,0.8217319,0.0
1980-02-24,241.83583,240.72264,-0.0086797485,4.6492424,0.28309035,36.086792,162.90923,0.0,0.94611037,0.78841746,0.0
1980-02-25,237.60378,235.01988,-0.0077627655,6.9575534,0.2530086,36.039795,146.77235,0.0,0.87737507,0.789462,0.0
1980-02-26,235.40392,231.40271,-0.013592753,25.002579,0.4388524,58.8737,108.95626,0.0,0.22021872,0.76824963,0.0
1980-02-27,237.86975,232.65141,-0.0312929,43.4655,1.0146858,60.190674,101.339165,0.0,0.00048710618,0.7688137,0.0
1980-02-28,247.31123,245.3554,0.029353704,32.951054,-0.9476254,28.3538,190.57094,0.0,3.0039806,0.82634336,0.0
1980-02-29,248.13246,245.48167,-0.060665555,20.925922,1.966053,57.990723,167.28267,0.0,0.9573459,0.78234005,0.0
1980-03-01,255.14851,252.98022,0.02474718,32.21313,-0.79860973,38.876465,216.74318,0.0,1.7599795,0.8128416,0.0
1980-03-02,257.45175,256.1042,0.31429505,48.74972,-10.1780205,54.013348,204.84508,0.0,0.58142596,0.79610085,0.0
1980-03-03,250.46861,247.99896,-0.015419981,41.166397,0.50072354,66.31565,147.5251,0.0,0.16350557,0.777619,0.0
1980-03-04,246.33215,243.95695,-0.04630462,28.72698,1.5033545,54.458633,154.72676,0.0,0.55120337,0.7872018,0.0
1980-03-05,240.03157,237.60594,-0.03216529,21.228796,1.0426499,71.0528,123.450325,0.0,0.18146779,0.7739582,0.0
1980-03-06,235.14748,232.07587,-0.021306222,18.801764,0.68829226,77.74337,109.81732,0.0,0.10874159,0.7733272,0.0
1980-03-07,238.78993,235.46454,-0.023788096,50.74968,0.7712288,79.41627,115.044975,0.0,0.04587025,0.7749633,0.0
1980-03-08,243.25496,241.81061,0.0013748645,11.807801,-0.045050938,66.04765,161.71294,0.0,0.6423911,0.7891726,0.0
1980-03-09,239.3415,237.75404,-0.0027313381,3.7624514,0.08938607,65.48707,165.03444,0.0,0.83646667,0.7966983,0.0
1980-03-10,241.69196,241.27855,6.33554e-06,1.700685,-0.00022268295,71.59479,176.04118,0.0,0.9580233,0.79827935,0.0
1980-03-11,239.7022,239.25172,0.0027285418,0.8768627,-0.08796477,76.1,160.14732,0.0,0.8678362,0.79262924,0.0
1980-03-12,237.65118,231.88615,0.0005850863,31.36357,-0.01740869,100.34912,107.34259,0.0,0.017741742,0.7775152,0.0
1980-03-13,250.28099,248.68077,0.13589959,36.006893,-4.3998003,58.583435,191.08405,0.0,2.8504136,0.81847143,0.0
1980-03-14,245.98436,245.24614,0.028068937,14.035764,-0.9092734,63.379963,177.04529,0.0,1.471775,0.8129353,0.0
1980-03-15,237.93086,236.01195,-0.013072252,12.059166,0.42382798,101.83008,123.26709,0.0,0.27138105,0.7842431,0.0
1980-03-16,244.36662,240.01056,-0.11090829,36.947514,3.5918338,100.44401,148.10808,0.0,0.1800698,0.7934417,0.0
1980-03-17,258.07462,256.59207,0.061123077,29.726814,-1.9755002,63.60042,228.34944,0.0,6.477179,0.83057755,0.0
1980-03-18,257.2102,255.73499,-0.062332544,14.868408,2.021808,82.834145,212.53015,0.0,2.5479338,0.81153154,0.0
1980-03-19,257.93362,254.11664,-0.14353608,44.409283,4.654427,109.63107,180.6419,0.0,0.22394188,0.7965409,0.0
1980-03-20,260.7357,258.4634,-0.11340406,13.023777,3.679508,92.127594,225.8271,0.0,1.8521879,0.80956775,0.0
1980-03-21,257.9842,253.88863,-0.032315627,15.573194,1.047134,130.93501,188.14928,0.0,0.09170959,0.7861652,0.0
1980-03-22,257.29053,248.84782,-0.046557665,11.229179,1.510684,122.20405,179.23546,0.0,0.008964214,0.7892031,0.0
1980-03-23,255.93202,249.70311,-0.03585952,16.7004,1.1623033,116.768456,180.06642,0.0,0.0024650292,0.7929234,0.0
1980-03-24,255.88118,251.10992,-0.06890453,17.008196,2.2356327,134.96785,182.76447,0.0,0.050044987,0.79099834,0.0
1980-03-25,255.1479,251.54926,-0.07529737,18.046412,2.441541,119.181,187.8485,0.0,0.50292456,0.79625195,0.0
1980-03-26,249.618,245.11778,-0.019020846,9.864433,0.61661106,141.16527,152.26982,0.0,0.04128417,0.78740275,0.0
1980-03-27,246.8103,241.88098,-0.014477632,5.4301314,0.4711976,139.57445,152.81862,0.0,0.1374566,0.78922814,0.0
1980-03-28,243.54549,240.62325,-0.023134615,9.008548,0.7478361,150.24458,141.88179,0.0,0.11991794,0.7864008,0.0
1980-03-29,242.40083,238.43294,-0.015288814,20.148317,0.4949685,163.43091,119.82197,0.0,0.031764798,0.78160036,0.0
1980-03-30,245.74623,241.23236,0.007833625,26.034529,-0.253693,157.01758,138.25209,0.0,0.0120544685,0.78846747,0.0
1980-03-31,248.27867,244.30022,-0.04220391,12.025519,1.3684422,159.52466,155.1367,0.0,0.05269731,0.78893316,0.0
1980-04-01,249.59096,246.63464,-0.029114475,11.453297,0.9438901,132.59033,178.5788,0.0,0.42261726,0.8006462,0.0
1980-04-02,251.02306,248.13222,-0.0074096224,29.658941,0.24320984,172.92952,153.72507,0.0,0.062541135,0.78719723,0.0
1980-04-03,253.24489,252.06352,0.11172333,23.528105,-3.6190302,142.63232,192.5526,0.0,0.12176805,0.8034113,0.0
1980-04-04,251.78542,249.25368,-0.054383818,18.408827,1.7615638,177.46228,158.43196,0.0,0.046102777,0.787214,0.0
1980-04-05,252.40926,250.98053,-0.012701861,5.1780944,0.4116653,126.4687,203.59796,0.0,1.2013301,0.81234276,0.0
1980-04-06,252.04198,249.10884,0.08102767,18.749924,-2.6235025,180.68047,168.17216,0.0,0.13196836,0.7873912,0.0
1980-04-07,257.74805,256.31558,0.28918594,34.937496,-9.368218,178.47755,191.93364,0.0,1.5017775,0.79764265,0.0
1980-04-08,251.65906,250.68219,0.032161854,10.939649,-1.0425502,139.88527,182.72052,0.0,0.79936355,0.80249643,0.0
1980-04-09,246.43372,245.65979,0.012553842,2.550888,-0.4061997,142.6061,170.33447,0.0,1.6556934,0.80634695,0.0
1980-04-10,244.0816,243.1784,0.011108624,2.3846235,-0.36251697,184.18933,147.86226,0.0,0.82856345,0.79034495,0.0
1980-04-11,243.16869,238.40723,-0.0111943,10.737561,0.36425176,207.71306,125.011116,0.0,0.101079546,0.7846366,0.0
1980-04-12,245.02124,243.29706,-0.0064906348,5.2964454,0.21111529,177.72551,157.81566,0.0,0.4925421,0.79476476,0.0
1980-04-13,242.61156,240.11043,-0.0044367737,9.446995,0.14611077,218.91022,123.02004,0.0,0.09038608,0.7830818,0.0
1980-04-14,244.68504,242.78612,0.005853476,14.115378,-0.18674755,181.44902,154.42055,0.0,0.42524612,0.7978108,0.0
1980-04-15,252.59045,251.20392,-0.028307592,16.967394,0.91783553,144.65234,202.04735,0.0,2.7262485,0.81890184,0.0
1980-04-16,258.34283,257.6153,0.008561092,12.359244,-0.27464995,136.04744,223.81035,0.0,3.7364588,0.82774425,0.0
1980-04-17,248.69934,248.55176,0.038912855,-2.0387664,-1.2654291,184.80608,176.00917,0.0,0.56890595,0.8046728,0.0
1980-04-18,252.96008,250.50243,0.045018908,26.741455,-1.4483994,176.04964,184.95581,0.0,2.9217305,0.8162252,0.0
1980-04-19,262.97372,261.79764,-0.03737457,21.739141,1.2301925,155.81868,232.69359,0.0,5.382629,0.82913595,0.0
1980-04-20,254.6841,254.72258,0.10082543,-1.2066088,-3.26659,182.21533,197.12738,0.0,2.394879,0.8149614,0.0
1980-04-21,246.22795,243.89685,0.006586169,6.1850123,-0.21197255,250.28432,127.325134,0.0,0.07121988,0.78811854,0.0
1980-04-22,251.06331,248.33545,0.10156642,14.194877,-3.2927554,184.52422,188.19368,0.0,0.2978402,0.81549954,0.0
1980-04-23,260.21704,259.25854,-0.07110973,17.605867,2.3131642,117.37832,236.93555,0.0,12.021417,0.84940636,0.0
1980-04-24,255.91895,256.4805,0.08076451,-6.2767444,-2.6158688,171.0779,217.9734,0.0,6.1193004,0.8284448,0.0
1980-04-25,246.72887,246.91876,0.045299646,-5.226049,-1.4692165,231.66139,161.66664,0.0,0.6213705,0.7991011,0.0
1980-04-26,246.58337,244.01585,0.022592666,19.428764,-0.73329884,262.30258,130.17003,0.0,0.027031219,0.7918869,0.0
1980-04-27,247.37695,245.79181,-0.013493594,12.205476,0.43749523,263.04834,134.09413,0.0,0.04212889,0.7924826,0.0
1980-04-28,248.81706,247.37988,0.038952533,10.979011,-1.2591337,219.74329,172.30078,0.0,0.47045732,0.80717367,0.0
1980-04-29,249.89716,248.39941,0.011426289,5.39926,-0.36820397,250.73982,155.60727,0.0,0.19348894,0.7982007,0.0
1980-04-30,248.13269,244.61101,-0.007236162,16.070227,0.23599918,273.03577,134.61693,0.0,0.019485818,0.7932875,0.0
1980-05-01,256.91928,254.91504,0.15899923,21.261122,-5.1542435,253.73267,189.70277,0.0,0.6920638,0.8062761,0.0
1980-05-02,252.38249,250.48335,0.042849466,29.00834,-1.3879968,282.81406,135.76361,0.0,0.0042824,0.79387975,0.0
1980-05-03,256.04593,253.78609,0.100837745,30.291618,-3.2665405,265.76025,166.6414,0.0,6.6588145e-05,0.80119216,0.0
1980-05-04,260.53543,258.093,-0.030847555,17.801487,1.0002726,271.1005,192.94286,0.0,0.1145239,0.80243033,0.0
1980-05-05,263.24435,261.1802,0.06950594,14.845368,-2.2517068,262.14355,214.72383,0.0,0.009099894,0.8066321,0.0
1980-05-06,266.3356,262.04626,0.08016811,2.9994695,-2.5983145,268.91293,221.71295,0.0,0.0013007709,0.80364746,0.0
1980-05-07,258.82108,254.7816,0.10162054,6.3597465,-3.2926922,295.9502,172.04951,0.0,0.007595985,0.7953725,0.0
1980-05-08,256.55405,253.33167,0.09207255,10.121571,-2.982928,293.42407,166.92755,0.0,6.172796e-05,0.7925526,0.0
1980-05-09,256.73447,251.17741,0.067712076,1.9781431,-2.195814,295.68942,166.16493,0.0,0.008786993,0.79211944,0.0
1980-05-10,254.89374,252.8264,0.09025977,15.613301,-2.9239426,307.17807,161.58546,0.0,0.0037986876,0.7920303,0.0
1980-05-11,256.9965,255.16333,-0.030464752,27.479624,0.99031883,310.12106,158.04492,0.0,0.00017150288,0.79046124,0.0
1980-05-12,262.09592,260.4804,0.058545817,26.050644,-1.8962998,304.54678,189.435,0.0,0.017408485,0.7942777,0.0
1980-05-13,263.5045,261.9761,0.18854906,22.319384,-6.1066995,277.21414,208.37714,0.0,0.024854932,0.8037149,0.0
1980-05-14,263.31998,261.93985,0.060561255,14.66956,-1.9616023,282.14944,208.5749,0.0,0.10529541,0.80284727,0.0
1980-05-15,264.65796,263.00293,0.1456812,20.460947,-4.722698,292.45248,205.1938,0.0,0.03632441,0.7971312,0.0
1980-05-16,262.12302,260.3818,0.016342923,19.914951,-0.52923375,316.3243,179.45198,0.0,0.0046223938,0.79120624,0.0
1980-05-17,261.82956,260.10788,0.026778199,17.534613,-0.8666937,319.43777,181.94386,0.0,0.009360906,0.7903844,0.0
1980-05-18,260.60495,259.28635,0.11730013,19.386236,-3.7959461,288.3992,190.32796,0.0,1.5792325,0.80200064,0.0
1980-05-19,259.2057,258.4738,0.16114795,7.443289,-5.222568,305.0164,191.24055,0.0,0.543531,0.79902303,0.0
1980-05-20,268.94467,267.47058,0.024477042,18.989897,-0.79096437,217.45691,256.38297,0.0,7.9255857,0.82820684,0.0
1980-05-21,268.68326,267.62863,0.48092082,19.257368,-15.580769,286.79404,241.81972,0.0,1.211978,0.8185422,0.0
1980-05-22,269.60257,268.49765,0.5417069,21.96797,-17.539722,235.38586,261.35965,0.0,6.988655,0.83327353,0.0
1980-05-23,269.29245,268.14212,0.3130306,21.23924,-10.1396,208.45154,254.93568,0.0,6.243154,0.8288925,0.0
1980-05-24,264.13217,263.046,0.079617776,11.786682,-2.579308,319.2641,203.74573,0.0,0.64833504,0.8006086,0.0
1980-05-25,269.02725,268.11426,-0.013119368,4.801705,0.4233946,272.26968,252.52264,0.0,4.182641,0.8165724,0.0
1980-05-26,269.15552,267.80164,0.058137704,7.6326537,-1.8828708,324.7317,228.91359,0.0,0.011713588,0.80317634,0.0
1980-05-27,268.0993,266.67758,0.11009798,13.517254,-3.5664024,321.54395,221.09721,0.062680274,0.11072763,0.80146635,0.0
1980-05-28,265.55453,263.9655,0.40046826,24.316269,-12.975097,347.75058,192.77547,0.0,0.0033104643,0.7948023,0.0
1980-05-29,264.32153,263.53845,0.29155612,9.337004,-9.447581,321.39032,218.45184,0.0,0.054567225,0.8028314,0.0
1980-05-30,265.83942,264.4327,0.16770665,9.947251,-5.433617,346.79932,205.25795,0.0,0.027068792,0.79659903,0.0
1980-05-31,263.08926,260.48636,0.1905502,14.690427,-6.176035,359.22195,179.76343,0.0,1.2318462e-10,0.78958815,0.0
1980-06-01,265.95126,263.9404,0.4142616,23.016335,-13.423009,239.86916,238.22371,0.0,3.773652,0.8226296,0.0
1980-06-02,267.18158,266.87872,0.17556004,2.8744838,-5.684836,253.3257,252.22447,0.0,8.987596,0.83466667,0.0
1980-06-03,264.7579,263.57504,0.12268722,0.2954128,-3.9746845,327.8061,217.10681,0.0,0.49859035,0.803809,0.0
1980-06-04,263.5441,262.79813,0.15385984,-3.1697938,-4.9893875,300.8902,226.6892,0.0,1.2143813,0.8136272,0.0
1980-06-05,262.54617,262.19388,0.091536656,-0.8957798,-2.9670086,318.63016,215.20882,0.0,0.93133664,0.8065129,0.0
1980-06-06,263.39658,262.78708,0.062560976,0.8856215,-2.0292225,300.23227,221.52031,0.0,1.7528808,0.8072674,0.0
1980-06-07,264.5775,263.638,0.23630068,8.007955,-7.6591663,295.63632,229.53308,0.0,0.7823378,0.8112824,0.0
1980-06-08,268.92783,267.8567,0.36880556,9.992703,-11.954689,325.31918,240.75282,0.0,0.9102206,0.81309,0.0
1980-06-09,268.2389,265.25827,0.29272866,21.056534,-9.486243,362.28818,201.7473,9.929781e-16,1.8219274e-12,0.7929883,0.0
1980-06-10,267.97568,264.0638,0.59442365,35.345863,-19.265562,367.20694,194.66237,5.363394e-10,2.9762756e-05,0.79148763,0.0
1980-06-11,268.5682,267.44046,0.2771809,12.648648,-8.977401,325.7517,230.76598,0.0,1.2320087,0.8078275,0.0
1980-06-12,269.37698,268.16217,0.58539844,18.528318,-18.964296,278.87433,253.74512,0.0,1.7498667,0.8197384,0.0
1980-06-13,266.5201,266.04703,0.2013219,6.066545,-6.5293007,268.39423,240.98042,0.0,3.0969408,0.8178348,0.0
1980-06-14,266.2546,265.46793,0.3011756,7.0142684,-9.758445,331.80298,226.48363,0.0,1.0603458,0.8099329,0.0
1980-06-15,266.65213,266.0872,0.27930585,7.791245,-9.050391,307.51495,235.92726,0.0,0.9589363,0.81511575,0.0
1980-06-16,266.1033,265.88187,0.22603314,2.1067286,-7.324366,310.19168,235.78401,0.0,0.9670069,0.81461364,0.0
1980-06-17,266.03055,265.24228,0.262388,5.2538557,-8.502026,297.40927,233.83528,0.0,0.56142,0.8150773,0.0
1980-06-18,267.15555,266.61398,0.1504748,2.9530933,-4.8772883,319.1024,237.91669,0.0,0.43870732,0.80986625,0.097935125
1980-06-19,266.26187,265.18082,0.11011817,-1.2089111,-3.5665903,360.22104,217.45496,0.0,0.084338956,0.7973203,0.0
1980-06-20,266.3779,264.7845,0.13612217,6.019941,-4.4129386,357.32202,212.6234,0.0,0.05203869,0.79765725,0.0
1980-06-21,267.09872,265.78015,0.18627644,3.3938873,-6.0380783,288.50803,241.07806,0.0,0.3746421,0.81535393,0.0
1980-06-22,268.3728,267.49405,0.21708374,3.036215,-7.0341554,290.21915,250.62093,0.0,0.90050966,0.8188181,0.0
1980-06-23,267.17712,266.70248,0.08775497,-1.3809773,-2.8437893,355.3657,222.42352,0.0,0.32618514,0.80004174,0.0
1980-06-24,265.16794,263.42807,0.10087617,2.4934185,-3.2681773,364.93372,201.97539,0.0,0.09585609,0.79286283,0.0
1980-06-25,264.10434,262.5947,0.1612682,9.67365,-5.2240233,359.5133,197.14864,0.0,0.018806659,0.79252106,0.0
1980-06-26,266.69864,265.8045,0.6094707,14.992255,-19.752806,317.42233,235.00893,0.0,0.36638772,0.8063731,0.0
1980-06-27,267.19073,266.49655,0.36550385,9.250171,-11.842613,302.9768,239.16109,0.0,0.532592,0.811917,0.0
1980-06-28,266.92792,266.22104,0.19500849,5.185166,-6.3198857,299.46176,235.13908,0.0,0.31853023,0.8084209,0.0
1980-06-29,266.4159,264.97034,0.29842857,18.768082,-9.669376,351.0383,206.93329,0.0,0.023820907,0.7936484,0.0
1980-06-30,268.63925,267.66074,0.96896625,24.192099,-31.40068,279.17783,255.6488,0.0,2.2286987,0.8223968,0.0
1980-07-01,268.99384,268.2141,0.27198663,10.428598,-8.812596,271.26242,251.02477,0.0,3.0982099,0.8140697,0.0
1980-07-02,266.54724,265.23926,0.14733002,6.9337068,-4.7738037,350.1613,208.7429,0.0,0.029000942,0.7942621,0.0
1980-07-03,266.48358,263.77444,0.075802885,0.3868321,-2.4567134,316.0763,222.94923,0.0,1.1890495,0.8000782,0.0
1980-07-04,266.76062,264.90866,0.08332541,4.543405,-2.7000303,359.3441,206.05147,0.0,0.034588553,0.79118866,0.0
1980-07-05,264.49963,262.82382,0.05761966,3.666509,-1.8668637,360.03552,196.55634,0.0,0.00844098,0.78891915,0.0
1980-07-06,266.1124,264.3185,0.1501828,8.613472,-4.864344,334.80737,214.83406,0.0,0.02812041,0.7946932,0.0
1980-07-07,266.36667,264.90802,0.08858955,15.822873,-2.8691492,356.22556,196.5869,0.0,0.0009092856,0.7876971,0.0
1980-07-08,268.46463,266.86404,0.25394455,20.44967,-8.229047,274.38892,235.545,0.0,0.20941244,0.80716324,0.0
1980-07-09,267.86606,267.00674,0.614285,14.81934,-19.908377,309.90067,237.21368,0.0,0.3561964,0.80622774,0.0
1980-07-10,268.655,268.09207,0.2801642,5.179746,-9.079216,301.41156,245.63222,0.0,0.57330334,0.8074532,0.0
1980-07-11,266.62186,264.93112,0.13900726,-0.5157244,-4.504317,341.82568,214.77873,0.0,0.40236765,0.7938793,0.0
1980-07-12,268.6198,267.1366,0.36499092,8.689917,-11.8314295,306.408,240.66406,0.0,0.01562631,0.8054299,0.0
1980-07-13,268.44162,266.9845,0.35597992,13.3674555,-11.533429,268.6262,244.5294,0.0,2.1852503,0.80950075,0.0
1980-07-14,267.65286,267.61526,0.09251307,-0.92254305,-2.9965954,292.48624,240.59566,0.0,2.6406434,0.80590117,0.0
1980-07-15,265.91544,265.17673,0.07054761,1.6996065,-2.2862222,343.21243,210.03133,0.0,0.2830206,0.7910786,0.0
1980-07-16,265.98773,263.67075,0.035023343,14.575324,-1.1344767,346.27356,191.26091,0.0,0.00072553294,0.78587687,0.0
1980-07-17,266.87045,264.86392,0.16956773,2.9372158,-5.495877,317.31158,224.25713,0.0,0.029918334,0.7956152,0.0
1980-07-18,267.04428,265.52823,0.2163715,4.480169,-7.013021,316.97903,226.53387,0.0,0.025917454,0.7927042,0.0
1980-07-19,267.62613,266.96268,0.12288295,-0.23361468,-3.9813154,275.62292,244.83025,0.0,0.68263775,0.8004637,0.0
1980-07-20,265.6448,264.3058,0.21773118,3.604499,-7.0534554,307.92627,218.56621,0.0,0.096656814,0.7920221,0.0
1980-07-21,268.33786,266.26453,0.08876901,5.8010335,-2.8792732,218.20215,256.8006,0.0,11.2080965,0.8228972,0.0
1980-07-22,267.13623,267.14636,0.06769841,-1.1917042,-2.193166,267.77127,242.53973,0.0,7.2942605,0.8218145,0.0
1980-07-23,265.02518,264.62424,0.061923783,-1.4650239,-2.0090048,280.46408,229.34985,0.0,3.3952866,0.81446207,0.0
1980-07-24,264.61624,262.72513,0.1062437,1.5862513,-3.4408932,319.6814,208.0578,0.0,0.30961978,0.8000469,0.0
1980-07-25,266.1258,263.92856,0.08569587,7.9600167,-2.7788603,304.365,218.93549,0.0,0.07000163,0.8030626,0.0
1980-07-26,269.82495,267.8525,0.2289007,21.087906,-7.3871784,208.20467,256.77383,3.1257403,2.586717,0.81705,1.9363245
1980-07-27,272.1672,271.224,0.17142828,9.767253,-5.5623784,210.29579,273.58145,1.7832022,2.625744,0.78453994,4.3671665
1980-07-28,269.13522,269.11996,0.612516,0.5417231,-19.8536,238.38469,253.82875,0.0,3.4304476,0.7629228,0.0
1980-07-29,268.4323,267.5053,0.3643447,11.107048,-11.810478,307.70837,214.35547,0.0,0.0277656,0.7447314,0.0
1980-07-30,268.13516,267.0116,0.19040294,12.702583,-6.1727195,297.3904,210.86366,0.0,0.33547676,0.74597573,0.0
