,T2m,TSKIN,SUBLIM,QH,QL,SW_d,LW_d,RAIN,BDOT,ALBEDO,SMELT
1990-04-24,232.39598,230.42244,-0.010000341,20.090923,0.3235022,224.92601,106.03021,0.0,0.18741494,0.7851965,0.0
1990-04-25,239.77303,238.14796,-0.022498328,17.537687,0.72891945,237.6479,119.3503,0.0,0.1615993,0.78389364,0.0
1990-04-26,236.60112,232.68376,-0.010085155,7.8403473,0.32684883,243.97925,105.18218,0.0,0.044775937,0.7815822,0.0
1990-04-27,237.42342,234.26405,-0.007978636,8.643329,0.25834975,244.69525,113.04614,0.0,0.05626744,0.7799969,0.0
1990-04-28,238.20338,234.50757,-0.014206426,17.369942,0.4604729,257.6152,99.53843,0.0,0.00018304531,0.7786318,0.0
1990-04-29,240.70807,234.54295,0.0038033803,2.919386,-0.12404951,230.51094,128.14809,0.0,0.17261852,0.78439903,0.0
1990-04-30,233.98692,231.8751,-0.0034215355,4.822202,0.110179745,265.8102,92.88224,0.0,0.04213322,0.778683,0.0
1990-05-01,235.3564,231.66609,-0.00022101704,8.073281,0.0106778145,246.7994,115.78829,0.0,0.3594787,0.78605616,0.0
1990-05-02,245.57964,243.8468,0.00808225,10.316628,-0.26252985,240.16277,164.25314,0.0,0.28659114,0.7926177,0.0
1990-05-03,257.55917,256.33276,-0.11425257,18.855803,3.7050602,169.48782,223.24467,0.0,3.4675374,0.8194509,0.0
1990-05-04,255.56366,254.51064,-0.065055385,11.208507,2.1097639,236.74913,186.9195,0.0,0.8178058,0.7978626,0.0
1990-05-05,255.9825,255.08691,-0.032135773,9.32509,1.0401298,213.91333,203.30135,0.0,1.5195231,0.8058756,0.0
1990-05-06,259.9864,258.6868,-0.15485667,19.78712,5.02315,200.49498,215.25624,0.0,2.721544,0.8098422,0.0
1990-05-07,260.50616,259.5379,-0.1357181,13.734436,4.404139,247.56819,200.15161,0.0,1.1155621,0.79867786,0.0
1990-05-08,260.93533,259.68286,-0.1777904,17.643698,5.7668853,239.7621,203.15375,0.0,1.4801543,0.79968596,0.0
1990-05-09,259.6,258.40518,-0.07426847,9.806551,2.4086285,251.95528,201.51945,0.0,0.7906703,0.7987926,0.0
1990-05-10,255.88206,255.8485,0.089922726,-1.4933062,-2.9154227,204.80449,210.23175,0.0,2.3438983,0.8130745,0.0
1990-05-11,251.37785,251.11928,0.048736535,-1.2580887,-1.5816046,266.93494,177.71455,0.0,0.33567655,0.7945258,0.0
1990-05-12,250.59015,249.75293,0.018133838,0.5137765,-0.58639294,284.56787,161.09715,0.0,0.21245663,0.79100686,0.0
1990-05-13,253.61812,251.95619,-0.012571778,4.78125,0.40957046,262.81473,191.83662,0.0,0.36690596,0.79790515,0.0
1990-05-14,260.7496,259.4769,-0.07074557,7.2012653,2.2925627,257.38345,211.64339,0.0,1.6027747,0.8034188,0.0
1990-05-15,256.53656,255.546,-0.004031787,2.3252454,0.12980397,289.5438,186.86072,0.0,0.2585508,0.7947974,0.0
1990-05-16,256.35693,255.9378,0.03795338,0.3110344,-1.2308098,289.27734,190.35817,0.0,0.74885845,0.8001794,0.0
1990-05-17,253.85454,253.04005,0.026515432,1.5269569,-0.86075586,295.70328,181.24107,0.0,0.26446876,0.7955792,0.0
1990-05-18,257.3961,256.60565,-0.0039857225,3.724355,0.13182195,281.60498,194.4493,0.0,0.6184025,0.80214447,0.0
1990-05-19,255.21825,254.77058,0.07051195,-1.9427624,-2.284994,288.431,191.33754,0.0,0.52986366,0.79894334,0.0
1990-05-20,251.86096,250.71753,0.008367271,2.7270555,-0.2703797,328.14224,148.46466,0.0,0.18319423,0.7912505,0.0
1990-05-21,252.41237,250.97217,0.028392646,3.0065763,-0.91856986,312.0648,169.27962,0.0,0.10985166,0.79496145,0.0
1990-05-22,254.32024,254.12447,0.038856357,-0.13335133,-1.2572012,292.0516,192.07576,0.0,0.80499107,0.8036559,0.0
1990-05-23,256.39612,256.09402,0.04144335,3.672005,-1.3421403,245.40755,207.87427,0.0,2.5132585,0.8176551,0.0
1990-05-24,258.4045,258.38965,0.057686184,1.2082916,-1.8698955,265.83658,213.51222,0.0,2.3704865,0.818016,0.0
1990-05-25,254.73207,255.36253,0.124107435,-6.7347355,-4.020375,272.5,201.42627,0.0,1.2220765,0.8127494,0.0
1990-05-26,251.91357,251.94312,0.09049028,-3.600838,-2.932479,290.81934,184.56679,0.0,0.9191207,0.806276,0.0
1990-05-27,256.18558,255.77254,0.07184911,3.2903512,-2.3268237,291.3431,195.18211,0.0,0.8762131,0.80934066,0.0
1990-05-28,257.30225,256.95477,0.05282722,4.460863,-1.7112031,280.74057,200.4369,0.0,1.6692845,0.81272197,0.0
1990-05-29,257.35355,256.84668,0.009666099,4.8328214,-0.3111526,309.64908,190.81511,0.0,0.9387229,0.8051204,0.0
1990-05-30,257.34863,257.12613,0.04245935,1.1904565,-1.3752183,327.5306,189.571,0.0,0.8753277,0.80617213,0.0
1990-05-31,257.56912,256.99927,0.03038912,1.4695841,-0.98673296,283.18164,205.70409,0.0,1.4523145,0.8107929,0.0
1990-06-01,260.37094,259.89554,0.10823272,1.1046834,-3.509079,268.1276,225.12444,0.0,1.8216817,0.81880665,0.0
1990-06-02,259.24118,258.6332,0.013392281,3.9511766,-0.4305419,335.3138,191.18298,0.0,0.43751463,0.80611557,0.0
1990-06-03,259.81445,259.49698,0.051412903,1.0517157,-1.6640152,299.12305,211.18219,0.0,1.4628403,0.812772,0.0
1990-06-04,258.92438,258.88516,0.079354435,0.24109997,-2.5721936,335.72592,196.20253,0.0,0.35031325,0.80555815,0.0
1990-06-05,257.80002,257.64438,0.09763168,-0.7443505,-3.1613865,322.48178,199.4587,0.0,0.47597593,0.80672747,0.0
1990-06-06,259.55734,259.1217,0.0764812,-1.8762598,-2.4806678,312.08984,208.63849,0.0,0.8286657,0.8111074,0.0
1990-06-07,259.2883,258.0397,0.03227991,2.6300938,-1.0454308,347.33334,189.81354,0.0,0.40641418,0.80254906,0.0
1990-06-08,261.0093,260.48697,0.033779494,2.4571362,-1.0927,324.22006,204.01207,0.0,0.8191369,0.8089018,0.0
1990-06-09,261.26944,260.5301,0.06500299,1.4448934,-2.1049707,304.57553,218.03954,0.0,1.2789918,0.81306165,0.0
1990-06-10,261.98358,261.76465,0.1500114,0.06649852,-4.8615546,276.76303,229.13329,0.0,1.4758132,0.82164234,0.0
1990-06-11,260.19455,259.1967,0.043581214,1.4259411,-1.4119166,338.0664,193.31914,0.0,0.4637839,0.80854744,0.0
1990-06-12,259.34576,258.83188,0.038581565,0.25125602,-1.2475134,345.2526,192.4557,0.0,0.47918272,0.80572367,0.0
1990-06-13,256.98727,255.65627,0.024735983,0.71140856,-0.7998447,382.41016,165.5628,0.0,0.14719228,0.79530233,0.0
1990-06-14,258.13742,256.20526,0.0071241204,0.7393026,-0.23127294,377.66406,172.72589,0.0,0.18651897,0.79750395,0.0
1990-06-15,257.31747,255.64754,0.052263748,7.2377167,-1.6933213,379.74478,167.41144,0.0,0.13592109,0.7959146,0.0
1990-06-16,259.43042,258.76193,0.0070184004,4.246981,-0.2284395,345.67056,191.89345,0.0,0.37554273,0.8039376,0.0
1990-06-17,260.44717,260.10178,0.064592965,1.0742162,-2.0955503,348.95834,198.50136,0.0,0.9842222,0.81048626,0.0
1990-06-18,260.24973,259.7076,0.046384156,2.4891043,-1.5046111,359.2728,195.07649,0.0,0.2048651,0.80194145,0.0
1990-06-19,260.9316,260.3808,0.045429688,2.7699928,-1.4701033,356.94922,196.93886,0.0,0.38070545,0.80240625,0.0
1990-06-20,262.35773,261.09048,0.02049476,2.8675354,-0.66328305,369.84244,194.78333,0.0,0.102923244,0.7978914,0.0
1990-06-21,263.30533,259.9165,0.04971284,1.1304135,-1.6114804,356.78647,197.0996,0.0,0.0020316523,0.7995453,0.0
1990-06-22,262.04404,260.64594,0.03462143,0.4301096,-1.1230068,378.04688,189.56721,0.0,0.07482436,0.7996157,0.0
1990-06-23,260.1655,257.02237,0.013108553,2.1677487,-0.4245561,392.02994,166.81897,0.0,0.007552032,0.79189205,0.0
1990-06-24,258.23465,256.47906,0.016345732,3.5311034,-0.5300428,391.681,163.49182,0.0,0.07567711,0.7912476,0.0
1990-06-25,258.45477,255.50928,0.019240353,7.0366673,-0.62148625,397.1185,155.08098,0.0,2.3622738e-08,0.7895337,0.0
1990-06-26,261.2905,258.165,0.15643854,3.1269007,-5.0701537,326.53775,205.10039,0.0,0.017982237,0.80320364,0.0
1990-06-27,260.59598,260.27213,0.08372822,-1.8203249,-2.7130804,342.75845,201.48872,0.0,0.016273012,0.80277365,0.0
1990-06-28,257.22855,256.35684,0.026906086,0.86002797,-0.86960095,380.87695,166.28288,0.0,0.08462185,0.7927208,0.0
1990-06-29,256.9023,255.97447,0.023554163,2.8525593,-0.76366156,381.96094,165.32426,0.0,0.09173565,0.79082173,0.0
1990-06-30,256.4571,255.09312,0.016111698,2.4657793,-0.5212973,384.91928,159.9625,0.0,0.081736065,0.7890592,0.0
1990-07-01,258.88675,254.61266,0.059121702,1.6882567,-1.9156036,375.72916,167.25508,0.0,4.222607e-05,0.79066515,0.0
1990-07-02,258.95682,258.45544,0.07967163,-2.0865624,-2.5812995,360.5482,192.21556,0.0,0.09307184,0.7960027,0.0
1990-07-03,259.72708,257.76202,0.032999758,0.33629632,-1.0686413,356.30338,185.83728,0.0,0.23531897,0.7945564,0.0
1990-07-04,259.71518,257.89633,0.025154943,0.48891732,-0.8147857,360.5853,180.60191,0.0,0.15030012,0.7927168,0.0
1990-07-05,256.9379,255.55159,0.04715151,-0.54710585,-1.5285581,362.69922,171.83403,0.0,0.1047358,0.79159445,0.0
1990-07-06,259.3384,257.65445,0.0897697,-0.6405232,-2.9080172,345.2819,188.7393,0.0,0.33153325,0.7976353,0.0
1990-07-07,259.26566,258.6991,0.09112604,0.097916104,-2.9523275,325.38022,200.98541,0.0,0.32798085,0.79900056,0.0
1990-07-08,258.78976,257.0457,0.07919343,-1.6764245,-2.5669448,347.4375,185.21233,0.0,0.1306331,0.7927932,0.0
1990-07-09,260.43857,260.07135,0.02239932,1.7049202,-0.7262533,343.80923,198.08124,0.0,0.24246714,0.79653955,0.0
1990-07-10,261.611,260.96985,0.05854734,0.5678492,-1.8968124,331.49316,205.09294,0.0,1.5262417,0.8026309,0.0
1990-07-11,261.50143,261.0094,0.055211753,1.5022932,-1.7891022,300.39194,214.52547,0.0,1.4103026,0.8041172,0.0
1990-07-12,263.13217,262.77386,0.015224863,3.5600004,-0.49183217,226.1696,239.70921,0.0,7.045616,0.8318258,0.0
1990-07-13,262.20242,261.64615,-0.021023152,3.9293034,0.68198377,337.4603,197.42052,0.0,0.691669,0.80196816,0.0
1990-07-14,262.645,261.96454,0.02694778,5.8419986,-0.87454826,337.8226,200.51787,0.0,0.35868022,0.800989,0.0
1990-07-15,264.4645,263.78354,0.00439803,4.201831,-0.14388387,287.11002,229.98277,0.0,0.7085038,0.8089618,0.0
1990-07-16,266.1731,265.7513,0.021147141,4.369216,-0.68236804,285.90952,233.86194,0.0,2.4508479,0.81360024,0.0
1990-07-17,263.96298,263.9535,0.056210857,-0.093952976,-1.8189077,288.70084,227.00304,0.0,1.7374249,0.81484765,0.0
1990-07-18,260.46835,260.49118,0.10309703,-1.9562861,-3.3397481,314.99673,203.56548,0.0,1.153846,0.80504936,0.0
1990-07-19,257.8804,257.99506,0.10705547,-2.73331,-3.4679136,316.2809,188.09749,0.0,0.41351563,0.8018994,0.0
1990-07-20,251.53491,249.1609,0.020824604,2.2907727,-0.67506415,354.0892,131.07025,0.0,0.02875827,0.7867829,0.0
1990-07-21,256.09604,251.95605,0.011855681,2.0326953,-0.3829836,306.2028,175.64992,0.0,0.35006958,0.7953444,0.0
1990-07-22,258.9022,257.4154,0.10133936,10.831822,-3.2841837,316.4912,183.30022,0.0,0.006706449,0.7992814,0.0
1990-07-23,261.0353,260.04324,-0.012052604,5.2409706,0.39181423,294.13834,210.39636,0.0,0.44460806,0.80413127,0.0
1990-07-24,261.6443,260.7289,-0.0097902985,2.5260122,0.31781825,312.54312,198.06323,0.0,0.42916903,0.8008594,0.0
1990-07-25,260.29083,258.08444,-0.071482,12.186175,2.3162746,324.78677,176.1469,0.0,0.031162545,0.7897292,0.0
1990-07-26,263.8569,262.77225,-0.034188185,5.2941484,1.111916,274.62192,224.61504,0.0,1.0525086,0.80539626,0.0
1990-07-27,264.46747,262.95068,-0.04031986,11.331756,1.3106622,299.36508,203.58003,0.0,0.15016213,0.79463506,0.0
1990-07-28,264.29175,262.9379,-0.10288162,10.727557,3.3365955,296.86313,206.58954,0.0,0.18073589,0.7932219,0.0
1990-07-29,264.873,263.563,-0.07653333,5.4851623,2.4792142,288.43735,214.031,0.0,0.3310213,0.7923302,0.0
1990-07-30,265.32556,262.54843,0.022133948,0.5777086,-0.71689886,231.7198,235.31285,0.0,0.48357734,0.806098,0.0
1990-07-31,265.8428,263.98172,0.0038852477,3.333435,-0.12429754,276.14062,221.398,0.0,0.16780253,0.7999216,0.0
1990-08-01,263.61166,261.5107,-0.032677803,4.2300644,1.0628599,286.07434,206.29192,0.0,0.14398423,0.78842086,0.0
1990-08-02,263.96964,263.16788,0.048583314,2.0686224,-1.5702928,219.98553,235.63774,0.0,2.7157464,0.8079923,0.0
1990-08-03,261.63278,259.9415,0.01420816,1.2206565,-0.46084896,235.2459,214.34422,0.0,0.85425544,0.7983605,0.0
1990-08-04,259.90417,257.8087,-0.018130066,2.8094265,0.5891406,278.32108,188.847,0.0,0.15468913,0.7901419,0.0
1990-08-05,264.122,263.09738,-0.10377072,10.065446,3.3684995,220.30774,232.01373,0.0,2.9032495,0.8089971,0.0
1990-08-06,260.8536,259.99435,-0.03172543,4.03291,1.0279111,264.58743,193.71852,0.0,0.75182474,0.7936581,0.0
1990-08-07,259.9594,257.87674,-0.04762051,5.409456,1.545044,206.30013,215.19179,0.0,1.3800203,0.8036723,0.0
1990-08-08,259.92184,258.94675,-0.015235118,4.4811406,0.4949716,222.97179,209.69824,0.0,1.2689754,0.8024373,0.0
1990-08-09,261.02106,260.7381,0.03705892,3.2765095,-1.2015342,174.03365,235.5821,0.0,3.2329395,0.8200577,0.0
1990-08-10,260.67203,260.3904,0.019091768,2.7236454,-0.6172436,222.05688,215.50706,0.0,1.1860938,0.80654913,0.0
1990-08-11,257.22324,255.29333,-0.015362702,2.2886822,0.49855646,249.94978,183.91154,0.0,0.25313747,0.7920321,0.0
1990-08-12,256.962,255.35786,0.04877281,0.9814847,-1.5779821,213.68462,200.25401,0.0,0.12476274,0.79894245,0.0
1990-08-13,256.51553,254.60504,-0.033494253,5.1477084,1.0860413,240.09753,184.39558,0.0,0.17567737,0.7928536,0.0
1990-08-14,256.98047,254.19243,-0.021119004,3.4220364,0.68629885,236.64143,184.05687,0.0,0.18212715,0.79203534,0.0
1990-08-15,255.29364,254.16565,-0.02436725,5.5712247,0.788688,220.32507,189.13014,0.0,0.37296176,0.79241073,0.0
1990-08-16,257.71658,255.98619,-0.09059099,11.420703,2.938031,217.88411,190.73494,0.0,0.4811289,0.79377383,0.0
1990-08-17,257.33456,255.68663,-0.07966173,9.662347,2.5842354,213.39983,186.73022,0.0,0.4144853,0.79257727,0.0
1990-08-18,255.76746,254.12883,-0.011881829,3.9371006,0.39019442,182.81352,202.25124,0.0,1.7031525,0.8051729,0.0
1990-08-19,260.42343,259.2585,-0.120387256,13.066308,3.9033873,178.44768,213.62457,0.0,2.2003124,0.80663335,0.0
1990-08-20,258.94092,257.84848,-0.07255924,7.605723,2.3522723,196.91832,201.14716,0.0,0.7852409,0.798629,0.0
1990-08-21,255.87157,254.45497,-0.043023426,5.5972056,1.3928756,205.97223,184.22394,0.0,0.2698011,0.7909007,0.0
1990-08-22,255.69055,254.26122,-0.034221128,6.7525525,1.1098481,174.25227,197.39543,0.0,0.3493463,0.79942715,0.0
1990-08-23,256.44907,254.48695,-0.095828205,11.844632,3.106233,194.23535,185.81293,0.0,0.2672118,0.7912222,0.0
1990-08-24,256.34616,254.33324,-0.10138451,11.477954,3.2883275,191.35266,183.31175,0.0,0.38267916,0.7886278,0.0
1990-08-25,254.00793,252.08778,-0.051725388,7.62622,1.6770487,190.43074,177.91124,0.0,0.2455608,0.78960294,0.0
1990-08-26,253.17023,249.79335,-0.04357599,10.449865,1.4126376,198.39893,161.52936,0.0,0.0068158796,0.7854431,0.0
1990-08-27,253.62737,249.95222,0.0035379163,2.0468025,-0.11387769,169.90193,186.1098,0.0,0.11659787,0.792078,0.0
1990-08-28,253.42012,250.4021,0.022293823,6.273489,-0.7213319,166.31013,185.88713,0.0,0.025694208,0.7932458,0.0
1990-08-29,253.5576,252.30165,-0.00365173,2.701596,0.11870551,143.50781,198.83813,0.0,0.6626101,0.8009399,0.0
1990-08-30,251.38312,249.33394,-0.03053634,5.74612,0.99156827,164.42964,176.9763,0.0,0.33408016,0.78878623,0.0
1990-08-31,256.92902,255.05647,-0.08917487,10.197328,2.89184,124.84316,216.58533,0.0,2.0445952,0.80881834,0.0
1990-09-01,257.0377,255.03192,-0.03354473,4.2764015,1.0860939,135.0489,211.78503,0.0,0.948629,0.8000161,0.0
1990-09-02,257.7537,255.35112,-0.00625122,1.1979003,0.20431788,129.60974,213.99455,0.0,0.9818375,0.801598,0.0
1990-09-03,252.7314,250.73827,-0.06074094,8.759625,1.9684557,149.62909,183.34422,0.0,0.44150144,0.79112685,0.0
1990-09-04,255.55206,254.33777,-0.07511568,10.082702,2.4344983,140.36865,195.78125,0.0,1.0793135,0.7939391,0.0
1990-09-05,252.82396,250.9944,-0.04930038,8.683931,1.5993716,132.53255,190.9622,0.0,0.5267919,0.79648614,0.0
1990-09-06,254.22984,252.58562,-0.06925348,10.187878,2.2459147,123.11121,191.52924,0.0,0.50583565,0.79570794,0.0
1990-09-07,250.03972,247.92592,-0.03391475,6.8269706,1.1006049,136.85776,171.33911,0.0,0.22187406,0.7883829,0.0
1990-09-08,248.96765,246.87024,-0.026304435,5.9993386,0.8534458,127.154785,174.54283,0.0,0.25086275,0.7917651,0.0
1990-09-09,248.86096,247.6128,-0.016461924,8.437415,0.534439,89.10665,190.82292,0.0,2.3902404,0.812402,0.0
1990-09-10,248.35548,247.06764,-0.01876033,7.7731795,0.60909384,110.1991,173.44435,0.0,1.0770335,0.79706836,0.0
1990-09-11,244.09444,242.46422,-0.03955029,15.362483,1.2824756,127.2902,142.08598,0.0,0.1668926,0.78619975,0.0
1990-09-12,242.85455,241.04353,-0.026667843,11.681744,0.86410576,116.80709,147.27422,0.0,0.27392724,0.788494,0.0
1990-09-13,240.82686,237.0931,-0.010480054,4.669895,0.3390588,121.80244,138.11858,0.0,0.20389208,0.7836044,0.0
1990-09-14,243.88062,242.09404,-0.03526989,12.032529,1.1437708,114.558716,160.67404,0.0,0.7328258,0.78660256,0.0
1990-09-15,246.21553,245.67747,-0.003274875,5.542282,0.10512551,81.93478,186.02222,0.0,1.4346962,0.80331695,0.0
1990-09-16,242.71118,241.28412,-0.037615247,18.250193,1.2205842,99.87784,146.3843,0.0,0.3397017,0.78809655,0.0
1990-09-17,240.61043,238.60033,-0.037450146,19.068977,1.2136208,110.2059,124.50498,0.0,0.1350884,0.78197277,0.0
1990-09-18,235.78014,230.55696,-0.014485229,9.981067,0.47063294,109.581856,113.37067,0.0,0.11635732,0.7811756,0.0
1990-09-19,238.19038,234.97449,-0.019725928,10.888574,0.6367214,102.86948,132.40366,0.0,0.25554672,0.7833351,0.0
1990-09-20,237.2351,232.94525,-0.02942675,18.508924,0.95453143,101.32113,118.48698,0.0,0.051768813,0.7819523,0.0
1990-09-21,241.93892,235.55981,-0.023960322,15.155812,0.7764554,99.728676,132.90602,0.0,0.06629036,0.7822149,0.0
1990-09-22,250.91005,235.26997,-0.015082248,9.643876,0.4891019,96.661865,143.00343,0.0,2.9607363e-09,0.78149134,0.0
1990-09-23,247.01552,240.23378,-0.04952557,21.017109,1.6049042,92.18945,152.07057,0.0,0.005090238,0.7826669,0.0
1990-09-24,248.38136,244.90953,-0.039427105,8.680671,1.2780734,73.71908,184.81746,0.0,0.5304496,0.7919067,0.0
1990-09-25,252.00311,249.92564,-0.10455084,21.587334,3.3926103,52.13217,200.88771,0.0,1.113685,0.808897,0.0
1990-09-26,249.03644,246.51814,-0.0765669,15.775284,2.4838219,57.398777,172.54045,0.0,0.7741227,0.7935785,0.0
1990-09-27,237.03914,233.36603,-0.015098555,10.208331,0.48846698,77.04186,117.046974,0.0,0.09903111,0.77816105,0.0
1990-09-28,237.98058,235.23163,-0.04554013,30.413399,1.4741411,60.76447,132.24039,0.0,0.36057162,0.7875237,0.0
1990-09-29,244.15059,241.45856,-0.08977164,32.560505,2.9095268,60.98683,150.4954,0.0,0.51346964,0.7877469,0.0
1990-09-30,243.80128,241.21295,-0.07108445,23.907747,2.3046105,60.815796,145.3606,0.0,0.41654658,0.7825598,0.0
1990-10-01,241.90913,239.11462,-0.04957656,19.837051,1.6082683,52.80779,155.55309,0.0,0.35533127,0.78568524,0.0
1990-10-02,245.73601,243.83495,-0.045475148,14.161029,1.4741335,38.242756,180.53351,0.0,0.93303597,0.80239016,0.0
1990-10-03,236.90498,231.27263,-0.015756994,11.585427,0.5098264,62.358887,107.03248,0.0,0.06400127,0.7722809,0.0
1990-10-04,236.35576,231.82654,-0.03616527,32.270683,1.1718031,55.975018,121.140114,0.0,0.114626676,0.77708304,0.0
1990-10-05,235.45067,231.61171,-0.020039864,12.939232,0.6484969,52.695477,121.507545,0.0,0.102922626,0.77350116,0.0
1990-10-06,232.54167,224.0955,-0.013962823,13.846123,0.45267382,52.178936,99.04437,0.0,0.0373092,0.76937795,0.0
1990-10-07,235.16246,229.98067,-0.040701132,25.004654,1.3192593,43.500782,129.51784,0.0,0.28675282,0.7761767,0.0
1990-10-08,244.19698,241.5674,-0.06297008,19.740961,2.0398147,31.212122,175.48622,0.0,0.84253484,0.7895306,0.0
1990-10-09,241.01851,237.36646,-0.011353117,4.5312743,0.3708559,32.155922,162.35707,0.0,0.6636697,0.78419477,0.0
1990-10-10,236.3431,232.48149,-0.012994674,8.582365,0.42069706,36.158825,136.37112,0.0,0.3410785,0.7763541,0.0
1990-10-11,230.78255,224.05312,-0.0075167627,8.93139,0.24372642,39.879246,99.52548,0.0,0.055095054,0.7698125,0.0
1990-10-12,231.38396,219.83907,-0.009081904,12.411542,0.2948215,37.48622,102.73551,0.0,0.05832162,0.77040875,0.0
1990-10-13,240.07874,237.04027,-0.04145563,19.0101,1.3449303,18.864828,175.14319,0.0,0.8730751,0.80281305,0.0
1990-10-14,241.62679,238.83801,-0.050210804,19.58884,1.6246556,23.112223,154.39775,0.0,0.53251255,0.7869155,0.0
1990-10-15,234.5943,225.88145,-0.009455612,8.915139,0.308493,27.2618,111.607506,0.0,0.06424722,0.77493805,0.0
1990-10-16,234.23549,228.07886,-0.02256735,18.585115,0.7343587,23.467203,129.12354,0.0,0.13378394,0.77793163,0.0
1990-10-17,241.62666,238.61969,-0.07509991,35.420128,2.4348192,15.670715,157.74382,0.0,0.4861308,0.7938761,0.0
1990-10-18,241.92302,239.35756,-0.04228163,16.550459,1.37048,17.849588,163.26945,0.0,0.55615556,0.77836037,0.0
1990-10-19,246.28166,243.38329,-0.09215465,24.18673,2.9889462,11.870201,188.8412,0.0,2.02637,0.79584,0.0
1990-10-20,247.44713,245.46967,-0.08682039,22.055605,2.8164437,14.676625,175.18748,0.0,0.9908799,0.77787423,0.0
1990-10-21,245.3142,243.221,-0.05441393,17.281338,1.763805,8.518588,187.59843,0.0,1.6292547,0.802128,0.0
1990-10-22,250.48344,248.0147,-0.12967604,23.759735,4.2040963,10.050502,192.20976,0.0,1.3479835,0.7917034,0.0
1990-10-23,253.41528,250.76463,-0.17065422,23.015676,5.5380845,6.068522,210.13399,0.0,3.8499968,0.81587195,0.0
1990-10-24,249.78331,247.34627,-0.08282342,13.931526,2.684045,10.255859,182.2664,0.0,1.374266,0.780365,0.0
1990-10-25,246.23442,242.51561,-0.076085635,18.830847,2.4647946,9.062297,174.6899,0.0,0.32014805,0.77945626,0.0
1990-10-26,247.74696,244.82356,-0.080573864,17.311085,2.6115649,6.8535156,181.28816,0.0,0.84125125,0.7889519,0.0
1990-10-27,246.16412,242.65755,-0.065131806,15.501315,2.1131053,6.176117,177.6662,0.0,0.594544,0.7812051,0.0
1990-10-28,245.58714,241.89388,-0.02356987,6.5255227,0.76583606,3.7285564,182.88264,0.0,0.82567424,0.7986601,0.0
1990-10-29,240.42046,228.95705,-0.0101524135,12.536568,0.32822657,7.2065606,113.126465,0.0,0.01810399,0.7550112,0.0
1990-10-30,241.03578,236.63426,-0.030807313,22.05921,0.9995237,3.2112262,163.61417,0.0,0.5733393,0.786653,0.0
1990-10-31,238.29778,233.15387,-0.011924763,6.7084365,0.3861383,3.3435047,148.44899,0.0,0.3311344,0.7770307,0.0
1990-11-01,238.8734,233.92717,-0.040239777,17.31941,1.30569,2.7554677,157.15674,0.0,0.7745843,0.78006387,0.0
1990-11-02,249.62404,247.47197,-0.120800786,26.491644,3.916805,2.3285522,195.7553,0.0,2.0784004,0.7794709,0.0
1990-11-03,250.93988,248.83356,-0.15343818,28.165268,4.9770007,1.8377279,198.90193,0.0,2.8199224,0.78275216,0.0
1990-11-04,254.3783,252.70326,-0.16878714,25.163996,5.474869,1.1411031,205.09346,0.0,2.7271676,0.78979826,0.0
1990-11-05,252.11464,250.11494,-0.13846065,24.930399,4.489618,0.9344279,201.1394,0.0,2.4179792,0.7895857,0.0
1990-11-06,252.08276,250.16191,-0.14615592,28.164213,4.7377014,0.82430905,187.83246,0.0,1.4836203,0.772526,0.0
1990-11-07,249.65544,247.60376,-0.08302773,16.411585,2.6941948,0.39817107,200.33327,0.0,2.0706537,0.78069997,0.0
1990-11-08,250.94617,249.01628,-0.13004415,23.927649,4.2173953,0.33134,182.9568,0.0,1.6392571,0.769826,0.0
1990-11-09,239.506,234.53423,-0.044062614,18.374445,1.4283289,0.21080525,137.25589,0.0,0.21256715,0.7755012,0.0
1990-11-10,242.567,239.74629,-0.068936355,23.936464,2.235173,0.07786051,155.33131,0.0,0.19878398,0.7564025,0.0
1990-11-11,242.42268,238.78673,-0.09878665,34.191128,3.2001102,0.017969131,153.5879,0.0,0.52593434,0.7597537,0.0
1990-11-12,247.8783,245.16602,-0.12088823,28.01094,3.9206085,0.0007566611,177.39317,0.0,0.9452644,0.7684205,0.0
1990-11-13,246.83649,243.67757,-0.08844576,20.562685,2.8668206,0.0,177.52315,0.0,0.6222906,,0.0
1990-11-14,249.44568,247.13557,-0.09516939,19.242083,3.0849326,0.0,198.09355,0.0,0.9981224,,0.0
1990-11-15,246.45251,243.9683,-0.044354483,10.415143,1.43672,0.0,181.09697,0.0,0.6645454,,0.0
1990-11-16,241.0771,237.13603,-0.017345274,6.953882,0.5614459,0.0,159.29424,0.0,0.33114076,,0.0
1990-11-17,236.75415,232.7691,-0.025888493,15.048482,0.8382182,0.0,139.48277,0.0,0.1633478,,0.0
1990-11-18,238.30524,230.69539,-0.0055383886,3.5287712,0.17958935,0.0,144.42049,0.0,0.23298593,,0.0
1990-11-19,233.2149,227.29158,-0.007851564,8.334989,0.2578226,0.0,125.713646,0.0,0.20900169,,0.0
1990-11-20,232.8161,228.77618,-0.031386822,26.348845,1.0173601,0.0,131.02423,0.0,0.43933395,,0.0
1990-11-21,234.1939,230.50227,-0.026506685,18.534147,0.8600294,0.0,123.04779,0.0,0.49735177,,0.0
1990-11-22,224.20894,213.29816,-0.003776257,10.60867,0.12260731,0.0,74.07283,0.0,0.018403832,,0.0
1990-11-23,223.63008,211.75218,-0.007911731,23.441444,0.2573475,0.0,76.60963,0.0,0.0041679493,,0.0
