CFC-12 history for the northern hemisphere provided by Vas Petrenko, INSTAAR
Yr	NEEM monthly
1928.79	0.000
1928.88	0.000
1928.96	0.000
1929.04	0.000
1929.13	0.000
1929.21	0.000
1929.29	0.000
1929.38	0.000
1929.46	0.000
1929.54	0.000
1929.63	0.000
1929.71	0.000
1929.79	0.000
1929.88	0.000
1929.96	0.000
1930.04	0.000
1930.13	0.000
1930.21	0.000
1930.29	0.000
1930.38	0.000
1930.46	0.000
1930.54	0.000
1930.63	0.000
1930.71	0.000
1930.79	0.000
1930.88	0.000
1930.96	0.000
1931.04	0.000
1931.13	0.000
1931.21	0.000
1931.29	0.000
1931.38	0.000
1931.46	0.000
1931.54	0.000
1931.63	0.000
1931.71	0.000
1931.79	0.000
1931.88	0.000
1931.96	0.000
1932.04	0.000
1932.13	0.000
1932.21	0.000
1932.29	0.000
1932.38	0.000
1932.46	0.000
1932.54	0.000
1932.63	0.000
1932.71	0.000
1932.79	0.000
1932.88	0.000
1932.96	0.000
1933.04	0.000
1933.13	0.000
1933.21	0.000
1933.29	0.000
1933.38	0.000
1933.46	0.000
1933.54	0.000
1933.63	0.000
1933.71	0.000
1933.79	0.000
1933.88	0.000
1933.96	0.000
1934.04	0.000
1934.13	0.000
1934.21	0.000
1934.29	0.000
1934.38	0.000
1934.46	0.000
1934.54	0.000
1934.63	0.000
1934.71	0.000
1934.79	0.000
1934.88	0.000
1934.96	0.000
1935.04	0.000
1935.13	0.000
1935.21	0.000
1935.29	0.000
1935.38	0.000
1935.46	0.000
1935.54	0.004
1935.63	0.013
1935.71	0.021
1935.79	0.029
1935.88	0.038
1935.96	0.046
1936.04	0.054
1936.13	0.063
1936.21	0.071
1936.29	0.079
1936.38	0.088
1936.46	0.096
1936.54	0.100
1936.63	0.100
1936.71	0.100
1936.79	0.100
1936.88	0.100
1936.96	0.100
1937.04	0.100
1937.13	0.100
1937.21	0.100
1937.29	0.100
1937.38	0.100
1937.46	0.100
1937.54	0.104
1937.63	0.113
1937.71	0.121
1937.79	0.129
1937.88	0.138
1937.96	0.146
1938.04	0.154
1938.13	0.163
1938.21	0.171
1938.29	0.179
1938.38	0.188
1938.46	0.196
1938.54	0.204
1938.63	0.213
1938.71	0.221
1938.79	0.229
1938.88	0.238
1938.96	0.246
1939.04	0.254
1939.13	0.263
1939.21	0.271
1939.29	0.279
1939.38	0.288
1939.46	0.296
1939.54	0.304
1939.63	0.313
1939.71	0.321
1939.79	0.329
1939.88	0.338
1939.96	0.346
1940.04	0.354
1940.13	0.363
1940.21	0.371
1940.29	0.379
1940.38	0.388
1940.46	0.396
1940.54	0.404
1940.63	0.413
1940.71	0.421
1940.79	0.429
1940.88	0.438
1940.96	0.446
1941.04	0.454
1941.13	0.463
1941.21	0.471
1941.29	0.479
1941.38	0.488
1941.46	0.496
1941.54	0.508
1941.63	0.525
1941.71	0.542
1941.79	0.558
1941.88	0.575
1941.96	0.592
1942.04	0.608
1942.13	0.625
1942.21	0.642
1942.29	0.658
1942.38	0.675
1942.46	0.692
1942.54	0.708
1942.63	0.725
1942.71	0.742
1942.79	0.758
1942.88	0.775
1942.96	0.792
1943.04	0.808
1943.13	0.825
1943.21	0.842
1943.29	0.858
1943.38	0.875
1943.46	0.892
1943.54	0.913
1943.63	0.938
1943.71	0.962
1943.79	0.988
1943.88	1.013
1943.96	1.037
1944.04	1.063
1944.13	1.088
1944.21	1.112
1944.29	1.138
1944.38	1.163
1944.46	1.187
1944.54	1.221
1944.63	1.263
1944.71	1.304
1944.79	1.346
1944.88	1.388
1944.96	1.429
1945.04	1.471
1945.13	1.513
1945.21	1.554
1945.29	1.596
1945.38	1.638
1945.46	1.679
1945.54	1.725
1945.63	1.775
1945.71	1.825
1945.79	1.875
1945.88	1.925
1945.96	1.975
1946.04	2.025
1946.13	2.075
1946.21	2.125
1946.29	2.175
1946.38	2.225
1946.46	2.275
1946.54	2.374
1946.63	2.521
1946.71	2.669
1946.79	2.817
1946.88	2.964
1946.96	3.112
1947.04	3.259
1947.13	3.407
1947.21	3.554
1947.29	3.702
1947.38	3.850
1947.46	3.997
1947.54	4.133
1947.63	4.257
1947.71	4.381
1947.79	4.506
1947.88	4.630
1947.96	4.754
1948.04	4.878
1948.13	5.002
1948.21	5.127
1948.29	5.251
1948.38	5.375
1948.46	5.499
1948.54	5.614
1948.63	5.720
1948.71	5.826
1948.79	5.932
1948.88	6.037
1948.96	6.143
1949.04	6.249
1949.13	6.355
1949.21	6.461
1949.29	6.567
1949.38	6.672
1949.46	6.778
1949.54	6.896
1949.63	7.026
1949.71	7.156
1949.79	7.286
1949.88	7.416
1949.96	7.546
1950.04	7.676
1950.13	7.806
1950.21	7.936
1950.29	8.066
1950.38	8.196
1950.46	8.326
1950.54	8.459
1950.63	8.595
1950.71	8.731
1950.79	8.867
1950.88	9.003
1950.96	9.138
1951.04	9.274
1951.13	9.410
1951.21	9.546
1951.29	9.682
1951.38	9.818
1951.46	9.954
1951.54	10.099
1951.63	10.254
1951.71	10.409
1951.79	10.564
1951.88	10.719
1951.96	10.874
1952.04	11.029
1952.13	11.184
1952.21	11.339
1952.29	11.494
1952.38	11.649
1952.46	11.804
1952.54	11.957
1952.63	12.107
1952.71	12.257
1952.79	12.407
1952.88	12.557
1952.96	12.707
1953.04	12.857
1953.13	13.007
1953.21	13.157
1953.29	13.307
1953.38	13.457
1953.46	13.607
1953.54	13.778
1953.63	13.972
1953.71	14.165
1953.79	14.358
1953.88	14.552
1953.96	14.745
1954.04	14.938
1954.13	15.132
1954.21	15.325
1954.29	15.519
1954.38	15.712
1954.46	15.905
1954.54	16.104
1954.63	16.310
1954.71	16.515
1954.79	16.720
1954.88	16.925
1954.96	17.130
1955.04	17.335
1955.13	17.540
1955.21	17.745
1955.29	17.950
1955.38	18.155
1955.46	18.360
1955.54	18.584
1955.63	18.827
1955.71	19.071
1955.79	19.314
1955.88	19.557
1955.96	19.801
1956.04	20.044
1956.13	20.287
1956.21	20.531
1956.29	20.774
1956.38	21.017
1956.46	21.261
1956.54	21.521
1956.63	21.798
1956.71	22.074
1956.79	22.351
1956.88	22.628
1956.96	22.904
1957.04	23.181
1957.13	23.458
1957.21	23.734
1957.29	24.011
1957.38	24.288
1957.46	24.565
1957.54	24.847
1957.63	25.135
1957.71	25.424
1957.79	25.712
1957.88	26.000
1957.96	26.289
1958.04	26.577
1958.13	26.865
1958.21	27.154
1958.29	27.442
1958.38	27.731
1958.46	28.019
1958.54	28.321
1958.63	28.637
1958.71	28.953
1958.79	29.269
1958.88	29.584
1958.96	29.900
1959.04	30.216
1959.13	30.532
1959.21	30.848
1959.29	31.164
1959.38	31.480
1959.46	31.795
1959.54	32.151
1959.63	32.546
1959.71	32.941
1959.79	33.336
1959.88	33.731
1959.96	34.126
1960.04	34.521
1960.13	34.916
1960.21	35.311
1960.29	35.706
1960.38	36.101
1960.46	36.497
1960.54	36.909
1960.63	37.338
1960.71	37.767
1960.79	38.196
1960.88	38.625
1960.96	39.055
1961.04	39.484
1961.13	39.913
1961.21	40.342
1961.29	40.771
1961.38	41.201
1961.46	41.630
1961.54	42.096
1961.63	42.600
1961.71	43.103
1961.79	43.606
1961.88	44.110
1961.96	44.613
1962.04	45.117
1962.13	45.620
1962.21	46.123
1962.29	46.627
1962.38	47.130
1962.46	47.634
1962.54	48.176
1962.63	48.757
1962.71	49.337
1962.79	49.918
1962.88	50.499
1962.96	51.080
1963.04	51.661
1963.13	52.242
1963.21	52.823
1963.29	53.404
1963.38	53.985
1963.46	54.566
1963.54	55.200
1963.63	55.889
1963.71	56.577
1963.79	57.266
1963.88	57.954
1963.96	58.642
1964.04	59.331
1964.13	60.019
1964.21	60.708
1964.29	61.396
1964.38	62.084
1964.46	62.773
1964.54	63.500
1964.63	64.267
1964.71	65.034
1964.79	65.801
1964.88	66.567
1964.96	67.334
1965.04	68.101
1965.13	68.868
1965.21	69.634
1965.29	70.401
1965.38	71.168
1965.46	71.935
1965.54	72.743
1965.63	73.593
1965.71	74.443
1965.79	75.293
1965.88	76.143
1965.96	76.993
1966.04	77.843
1966.13	78.694
1966.21	79.544
1966.29	80.394
1966.38	81.244
1966.46	82.094
1966.54	82.996
1966.63	83.952
1966.71	84.907
1966.79	85.862
1966.88	86.817
1966.96	87.772
1967.04	88.727
1967.13	89.682
1967.21	90.637
1967.29	91.592
1967.38	92.547
1967.46	93.502
1967.54	94.518
1967.63	95.595
1967.71	96.672
1967.79	97.749
1967.88	98.825
1967.96	99.902
1968.04	100.979
1968.13	102.056
1968.21	103.133
1968.29	104.209
1968.38	105.286
1968.46	106.363
1968.54	107.498
1968.63	108.691
1968.71	109.885
1968.79	111.078
1968.88	112.272
1968.96	113.465
1969.04	114.659
1969.13	115.852
1969.21	117.045
1969.29	118.239
1969.38	119.432
1969.46	120.626
1969.54	121.878
1969.63	123.188
1969.71	124.498
1969.79	125.808
1969.88	127.118
1969.96	128.428
1970.04	129.738
1970.13	131.048
1970.21	132.358
1970.29	133.669
1970.38	134.979
1970.46	136.289
1970.54	137.635
1970.63	139.019
1970.71	140.402
1970.79	141.786
1970.88	143.169
1970.96	144.553
1971.04	145.936
1971.13	147.319
1971.21	148.703
1971.29	150.086
1971.38	151.470
1971.46	152.853
1971.54	154.305
1971.63	155.826
1971.71	157.347
1971.79	158.868
1971.88	160.389
1971.96	161.910
1972.04	163.431
1972.13	164.952
1972.21	166.473
1972.29	167.994
1972.38	169.515
1972.46	171.036
1972.54	172.635
1972.63	174.314
1972.71	175.992
1972.79	177.671
1972.88	179.349
1972.96	181.028
1973.04	182.706
1973.13	184.385
1973.21	186.063
1973.29	187.741
1973.38	189.420
1973.46	191.098
1973.54	192.852
1973.63	194.680
1973.71	196.509
1973.79	198.337
1973.88	200.166
1973.96	201.994
1974.04	203.823
1974.13	205.651
1974.21	207.480
1974.29	209.308
1974.38	211.137
1974.46	212.965
1974.54	214.749
1974.63	216.489
1974.71	218.229
1974.79	219.969
1974.88	221.709
1974.96	223.449
1975.04	225.189
1975.13	226.929
1975.21	228.669
1975.29	230.409
1975.38	232.149
1975.46	233.889
1975.54	235.574
1975.63	237.205
1975.71	238.836
1975.79	240.467
1975.88	242.097
1975.96	243.728
1976.04	245.359
1976.13	246.990
1976.21	248.620
1976.29	250.251
1976.38	251.882
1976.46	253.513
1976.54	255.103
1976.63	256.653
1976.71	258.203
1976.79	259.753
1976.88	261.303
1976.96	262.852
1977.04	264.402
1977.13	265.952
1977.21	267.502
1977.29	269.052
1977.38	270.602
1977.46	272.152
1977.54	273.628
1977.63	275.029
1977.71	276.431
1977.79	277.832
1977.88	279.234
1977.96	280.636
1978.04	282.037
1978.13	283.439
1978.21	284.840
1978.29	286.242
1978.38	287.643
1978.46	289.045
1978.54	290.705
1978.63	292.624
1978.71	294.542
1978.79	296.461
1978.88	298.380
1978.96	300.298
1979.04	302.217
1979.13	304.136
1979.21	306.054
1979.29	307.973
1979.38	309.892
1979.46	311.810
1979.54	313.424
1979.63	314.734
1979.71	316.044
1979.79	317.353
1979.88	318.663
1979.96	319.973
1980.04	321.282
1980.13	322.592
1980.21	323.902
1980.29	325.211
1980.38	326.521
1980.46	327.831
1980.54	329.171
1980.63	330.542
1980.71	331.912
1980.79	333.283
1980.88	334.654
1980.96	336.025
1981.04	337.396
1981.13	338.766
1981.21	340.137
1981.29	341.508
1981.38	342.879
1981.46	344.250
1981.54	345.469
1981.63	346.538
1981.71	347.607
1981.79	348.676
1981.88	349.745
1981.96	350.814
1982.04	351.883
1982.13	352.952
1982.21	354.021
1982.29	355.090
1982.38	356.159
1982.46	357.228
1982.54	358.442
1982.63	359.800
1982.71	361.159
1982.79	362.517
1982.88	363.876
1982.96	365.234
1983.04	366.592
1983.13	367.951
1983.21	369.309
1983.29	370.668
1983.38	372.026
1983.46	373.385
1983.54	374.773
1983.63	376.189
1983.71	377.606
1983.79	379.023
1983.88	380.439
1983.96	381.856
1984.04	383.273
1984.13	384.690
1984.21	386.106
1984.29	387.523
1984.38	388.940
1984.46	390.357
1984.54	391.815
1984.63	393.315
1984.71	394.815
1984.79	396.315
1984.88	397.815
1984.96	399.315
1985.04	400.816
1985.13	402.316
1985.21	403.816
1985.29	405.316
1985.38	406.816
1985.46	408.316
1985.54	409.977
1985.63	411.799
1985.71	413.621
1985.79	415.443
1985.88	417.265
1985.96	419.086
1986.04	420.908
1986.13	422.730
1986.21	424.552
1986.29	426.374
1986.38	428.196
1986.46	430.018
1986.54	431.735
1986.63	433.346
1986.71	434.958
1986.79	436.569
1986.88	438.181
1986.96	439.792
1987.04	441.404
1987.13	443.016
1987.21	444.627
1987.29	446.239
1987.38	447.850
1987.46	449.462
1987.54	451.181
1987.63	453.007
1987.71	454.833
1987.79	456.659
1987.88	458.485
1987.96	460.311
1988.04	462.136
1988.13	463.962
1988.21	465.788
1988.29	467.614
1988.38	469.440
1988.46	471.266
1988.54	472.897
1988.63	474.334
1988.71	475.770
1988.79	477.207
1988.88	478.643
1988.96	480.080
1989.04	481.516
1989.13	482.952
1989.21	484.389
1989.29	485.825
1989.38	487.262
1989.46	488.698
1989.54	489.952
1989.63	491.025
1989.71	492.097
1989.79	493.169
1989.88	494.241
1989.96	495.313
1990.04	496.386
1990.13	497.458
1990.21	498.530
1990.29	499.602
1990.38	500.674
1990.46	501.747
1990.54	502.556
1990.63	503.102
1990.71	503.648
1990.79	504.195
1990.88	504.741
1990.96	505.287
1991.04	505.833
1991.13	506.379
1991.21	506.926
1991.29	507.472
1991.38	508.018
1991.46	508.564
1991.54	509.297
1991.63	510.216
1991.71	511.136
1991.79	512.055
1991.88	512.974
1991.96	513.894
1992.04	514.813
1992.13	515.732
1992.21	516.652
1992.29	517.571
1992.38	518.490
1992.46	519.410
1992.54	520.108
1992.63	520.584
1992.71	521.060
1992.79	521.537
1992.88	522.013
1992.96	522.490
1993.04	522.966
1993.13	523.442
1993.21	523.919
1993.29	524.395
1993.38	524.872
1993.46	525.348
1993.54	525.810
1993.63	526.257
1993.71	526.705
1993.79	527.152
1993.88	527.599
1993.96	528.047
1994.04	528.494
1994.13	528.942
1994.21	529.389
1994.29	529.837
1994.38	530.284
1994.46	530.731
1994.54	531.155
1994.63	531.554
1994.71	531.953
1994.79	532.352
1994.88	532.751
1994.96	533.150
1995.04	533.549
1995.13	533.948
1995.21	534.348
1995.29	534.747
1995.38	535.146
1995.46	535.545
1995.54	535.882
1995.63	536.158
1995.71	536.434
1995.79	536.710
1995.88	536.985
1995.96	537.261
1996.04	537.537
1996.13	537.813
1996.21	538.088
1996.29	538.364
1996.38	538.640
1996.46	538.915
1996.54	539.164
1996.63	539.386
1996.71	539.607
1996.79	539.829
1996.88	540.051
1996.96	540.272
1997.04	540.494
1997.13	540.715
1997.21	540.937
1997.29	541.159
1997.38	541.380
1997.46	541.602
1997.54	541.785
1997.63	541.929
1997.71	542.073
1997.79	542.217
1997.88	542.361
1997.96	542.505
1998.04	542.649
1998.13	542.793
1998.21	542.937
1998.29	543.082
1998.38	543.226
1998.46	543.370
1998.54	543.503
1998.63	543.627
1998.71	543.750
1998.79	543.873
1998.88	543.997
1998.96	544.120
1999.04	544.243
1999.13	544.367
1999.21	544.490
1999.29	544.613
1999.38	544.736
1999.46	544.860
1999.54	545.026
1999.63	545.235
1999.71	545.444
1999.79	545.654
1999.88	545.863
1999.96	546.072
2000.04	546.281
2000.13	546.491
2000.21	546.700
2000.29	546.909
2000.38	547.118
2000.46	547.327
2000.54	547.430
2000.63	547.427
2000.71	547.423
2000.79	547.420
2000.88	547.416
2000.96	547.413
2001.04	547.410
2001.13	547.406
2001.21	547.403
2001.29	547.399
2001.38	547.396
2001.46	547.392
2001.54	547.366
2001.63	547.317
2001.71	547.267
2001.79	547.218
2001.88	547.169
2001.96	547.120
2002.04	547.071
2002.13	547.021
2002.21	546.972
2002.29	546.923
2002.38	546.874
2002.46	546.825
2002.54	546.788
2002.63	546.763
2002.71	546.738
2002.79	546.713
2002.88	546.688
2002.96	546.663
2003.04	546.638
2003.13	546.613
2003.21	546.588
2003.29	546.563
2003.38	546.538
2003.46	546.513
2003.54	546.529
2003.63	546.586
2003.71	546.644
2003.79	546.701
2003.88	546.759
2003.96	546.816
2004.04	546.874
2004.13	546.931
2004.21	546.989
2004.29	547.046
2004.38	547.104
2004.46	547.161
2004.54	547.161
2004.63	547.104
2004.71	547.046
2004.79	546.989
2004.88	546.931
2004.96	546.874
2005.04	546.816
2005.13	546.759
2005.21	546.701
2005.29	546.644
2005.38	546.586
2005.46	546.529
2005.54	546.416
2005.63	546.249
2005.71	546.081
2005.79	545.914
2005.88	545.746
2005.96	545.579
2006.04	545.411
2006.13	545.244
2006.21	545.076
2006.29	544.909
2006.38	544.741
2006.46	544.574
2006.54	544.379
2006.63	544.156
2006.71	543.934
2006.79	543.711
2006.88	543.489
2006.96	543.266
2007.04	543.044
2007.13	542.821
2007.21	542.599
2007.29	542.376
2007.38	542.154
2007.46	541.931
2007.54	541.769
2007.63	541.666
2007.71	541.564
2007.79	541.461
2007.88	541.359
2007.96	541.256
2008.04	541.154
2008.13	541.051
2008.21	540.949
2008.29	540.846
2008.38	540.744
2008.46	540.641
2008.54	540.539
2008.63	540.436
2008.71	540.334
2008.79	540.231
2008.88	540.129
2008.96	540.026
